,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
8,74,Dogecoin,DOGE,dogecoin,1044,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145653666383.70523,145653666383.70523,True,,9,,,,2024-08-23T15:05:00.000Z,0.10778743505126302,563097859.172523,18.026,-1.15948514,1.86202415,8.89801138,-19.42605589,-8.89235458,-35.05114882,15699635105.31196,0.7259,15699635105.31,,2024-08-23T15:05:00.000Z,,,,,,2024-08-23 20:36:31.376462
9,1958,TRON,TRX,tron,1015,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86871709313.53325,86871951458.09483,True,,10,71659659264.0,11324940682.89441,,2024-08-23T15:04:00.000Z,0.15803788071573727,664067281.2644292,-54.5717,0.05526223,1.38024194,19.82160866,17.42716344,32.65458914,39.28609921,13729020834.06437,0.6348,13729059102.08,,2024-08-23T15:04:00.000Z,,,,,,2024-08-23 20:36:31.376462
10,2010,Cardano,ADA,cardano,1231,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35952011377.278,37157110715.033,False,,11,,,,2024-08-23T15:04:00.000Z,0.378565961829419,289778839.7075282,-17.0737,-0.24951997,1.80447159,16.89826969,-9.46475758,0.97127673,-17.70253154,13610207766.74146,0.6292,17035468282.32,,2024-08-23T15:04:00.000Z,,,,,,2024-08-23 20:36:31.376462
11,5805,Avalanche,AVAX,avalanche,767,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,404787415.4570134,444790515.4570134,False,,12,,,,2024-08-23T15:04:00.000Z,26.122373067736792,421481939.9202388,24.2633,-1.60530949,4.99767761,30.57414698,-12.96225039,7.78413803,-31.58087195,10574007879.693071,0.4889,18697055060.47,,2024-08-23T15:04:00.000Z,,,,,,2024-08-23 20:36:31.376462
12,5994,Shiba Inu,SHIB,shiba-inu,860,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270313394595.0,589519028706303.9,False,,13,,,,2024-08-23T15:04:00.000Z,1.4467551717717821e-05,195347140.2852413,-2.9466,-0.55373305,1.81652252,10.65776842,-17.10607591,-14.03141209,-41.55491586,8525298734.752091,0.3942,8528897036.39,,2024-08-23T15:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-08-23 20:36:31.376462
13,1975,Chainlink,LINK,chainlink,1832,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,14,,,,2024-08-23T15:04:00.000Z,11.597311206275307,231144494.72859025,-26.7517,-1.13366427,1.11198927,15.48202668,-16.643067,-13.00976866,-32.38140679,7052324601.867786,0.3261,11597311206.28,,2024-08-23T15:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-08-23 20:36:31.376462
14,6636,Polkadot,DOT,polkadot-new,802,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1484457614.2409143,1484457614.2409143,True,,15,1484457614.2738092,7028971470.730622,,2024-08-23T15:04:00.000Z,4.735043562809415,120131457.09593722,-1.7005,-0.67004806,1.33448078,10.90727862,-20.62958896,-16.3514806,-35.24289265,7028971470.574863,0.325,7028971470.57,,2024-08-23T15:04:00.000Z,,,,,,2024-08-23 20:36:31.376462
0,1,Bitcoin,BTC,bitcoin,11649,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19744046.0,19744046.0,False,,1,,,,2024-08-23T15:06:00.000Z,61189.39204964358,27875280049.000454,-19.0596,-0.63690889,0.62904259,5.47063101,-8.28179237,-0.15246973,-11.4060853,1208126171340.1973,55.8752,1284977233042.52,,2024-08-23T15:06:00.000Z,,,,,,2024-08-23 20:37:32.252406
1,1027,Ethereum,ETH,ethereum,9243,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120296142.07746673,120296142.07746673,True,,2,,,,2024-08-23T15:05:00.000Z,2662.6156994220287,12440462894.75125,2.9544,-0.65103736,2.04298611,2.92779097,-22.4966782,-19.50623434,-29.01575408,320302396475.3658,14.8092,320302396475.37,,2024-08-23T15:05:00.000Z,,,,,,2024-08-23 20:37:32.252406
2,825,Tether USDt,USDT,tether,95277,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,117676046786.11433,120256419986.32834,True,,3,,,,2024-08-23T15:05:00.000Z,1.0001862557558703,47708754055.356735,-11.7905,0.0268121,-0.0042219,-0.04254566,-0.00212065,0.05622454,0.02695567,117697964627.15631,5.4418,120278818436.73,,2024-08-23T15:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-08-23 20:37:32.252406
